OrderID,ProductID,Category,ProductName,Quantity,Price,TotalAmount,OrderDate,CustomerID,PaymentMethod,SalesChannel,IsReturned
78,484,Home & Garden,Product_484,4,109.38,437.52,2022-03-21 20:29:49,209,Cash,Mobile App,1
79,498,Electronics,Product_498,2,441.37,882.74,2022-02-11 23:08:03,442,PayPal,Website,1
80,199,Fashion,Product_199,2,512.89,1025.78,2022-07-13 15:32:38,373,Cash,Website,1
81,153,Fashion,Product_153,3,765.61,2296.83,2022-07-26 06:54:15,343,Cash,Mobile App,0
82,496,Fashion,Product_496,4,476.34,1905.36,2022-08-13 07:08:05,228,PayPal,Mobile App,1
83,221,Fashion,Product_221,5,774.57,3872.8500000000004,2022-05-03 14:35:40,51,Credit Card,In-Store,0
84,184,Home & Garden,Product_184,5,770.05,3850.25,2022-04-06 09:27:38,356,PayPal,Website,1
85,303,Fashion,Product_303,2,527.16,1054.32,2022-03-27 13:19:10,81,Credit Card,Mobile App,1
86,424,Electronics,Product_424,4,414.61,1658.44,2022-04-20 17:39:56,118,Credit Card,Mobile App,1
87,362,Fashion,Product_362,2,383.5,767.0,2022-02-18 05:44:25,412,PayPal,Website,0
88,147,Home & Garden,Product_147,2,714.5,1429.0,2022-03-01 12:23:03,97,Credit Card,In-Store,1
89,227,Electronics,Product_227,5,42.04,210.2,2022-06-14 12:00:53,304,Cash,In-Store,1
90,231,Home & Garden,Product_231,5,108.77,543.85,2022-03-16 00:18:59,451,PayPal,Website,1
91,456,Home & Garden,Product_456,2,99.62,199.24,2022-08-09 20:10:50,12,Credit Card,Mobile App,0
92,280,Home & Garden,Product_280,5,610.41,3052.0499999999997,2022-03-20 12:49:30,83,Credit Card,Website,0
93,434,Home & Garden,Product_434,5,284.93,1424.65,2022-06-27 19:55:06,217,PayPal,Mobile App,1
94,243,Fashion,Product_243,3,517.62,1552.8600000000001,2022-03-17 19:04:14,25,PayPal,Website,0
95,248,Home & Garden,Product_248,3,490.95,1472.85,2022-01-20 23:10:44,129,Cash,In-Store,1
96,327,Fashion,Product_327,1,320.95,320.95,2022-06-10 14:32:48,110,Credit Card,Mobile App,0
97,379,Fashion,Product_379,1,434.62,434.62,2022-06-11 21:24:17,445,PayPal,Mobile App,1
98,307,Home & Garden,Product_307,2,523.21,1046.42,2022-04-21 17:54:27,201,Credit Card,In-Store,0
99,497,Electronics,Product_497,2,753.94,1507.88,2022-03-30 14:01:50,88,Credit Card,In-Store,1
100,473,Home & Garden,Product_473,2,468.99,937.98,2022-04-30 14:16:31,2,Credit Card,In-Store,0
101,441,Home & Garden,Product_441,2,499.21,998.42,2022-01-05 14:07:31,252,PayPal,Mobile App,0
102,148,Fashion,Product_148,5,72.93,364.65000000000003,2022-02-25 11:48:24,350,Cash,In-Store,1
103,405,Fashion,Product_405,1,762.73,762.73,2022-08-28 18:45:12,48,Credit Card,In-Store,1
104,169,Fashion,Product_169,2,431.9,863.8,2022-07-07 00:04:03,103,PayPal,Mobile App,1
105,269,Fashion,Product_269,3,644.99,1934.97,2022-06-13 04:54:00,231,Credit Card,In-Store,1
106,263,Home & Garden,Product_263,5,59.23,296.15,2022-02-25 06:41:49,237,Cash,Website,1
107,195,Electronics,Product_195,1,348.31,348.31,2022-03-15 06:40:13,499,Credit Card,Website,0
108,297,Electronics,Product_297,5,220.44,1102.2,2022-05-07 15:54:37,435,Cash,Website,1
109,194,Electronics,Product_194,4,228.24,912.96,2022-02-21 09:09:00,466,PayPal,In-Store,0
110,356,Electronics,Product_356,2,637.33,1274.66,2022-06-02 21:11:12,212,PayPal,Mobile App,1
111,469,Fashion,Product_469,3,506.62,1519.8600000000001,2022-02-14 14:58:21,126,PayPal,In-Store,1
112,278,Home & Garden,Product_278,1,363.0,363.0,2022-08-17 13:57:14,218,Credit Card,Website,1
113,392,Fashion,Product_392,5,28.26,141.3,2022-02-24 18:46:20,127,Cash,In-Store,1
114,404,Fashion,Product_404,1,772.64,772.64,2022-03-28 06:57:42,454,Credit Card,In-Store,1
115,449,Home & Garden,Product_449,4,770.38,3081.52,2022-08-15 10:19:31,239,Cash,Mobile App,1
116,487,Home & Garden,Product_487,3,189.69,569.0699999999999,2022-02-22 02:35:26,342,PayPal,Website,0
117,198,Home & Garden,Product_198,5,52.25,261.25,2022-03-05 13:24:44,35,Credit Card,Website,1
118,142,Fashion,Product_142,4,433.56,1734.24,2022-07-31 08:15:25,482,PayPal,Website,0
119,468,Electronics,Product_468,3,762.1,2286.3,2022-01-16 04:26:48,295,PayPal,In-Store,0
120,301,Fashion,Product_301,2,730.11,1460.22,2022-04-24 15:22:32,243,Cash,Website,1
121,483,Fashion,Product_483,1,476.04,476.04,2022-06-29 12:28:12,384,Cash,In-Store,1
122,100,Home & Garden,Product_100,4,256.77,1027.08,2022-07-09 20:45:22,476,Cash,Website,0
123,494,Fashion,Product_494,1,277.37,277.37,2022-04-13 16:39:01,362,Credit Card,Mobile App,0
124,470,Electronics,Product_470,1,720.37,720.37,2022-08-22 20:24:06,486,PayPal,Website,1
125,143,Electronics,Product_143,4,403.59,1614.36,2022-01-17 21:40:40,306,Credit Card,Website,1
126,483,Fashion,Product_483,4,122.27,489.08,2022-08-21 11:00:08,389,Cash,Mobile App,1
127,123,Home & Garden,Product_123,5,213.77,1068.8500000000001,2022-08-06 04:30:26,212,Cash,In-Store,1
128,287,Fashion,Product_287,3,235.9,707.7,2022-03-19 19:29:15,308,Cash,Website,0
129,230,Electronics,Product_230,2,116.37,232.74,2022-02-27 12:35:43,290,PayPal,Website,0
130,477,Electronics,Product_477,3,381.17,1143.51,2022-07-26 17:03:46,342,PayPal,Mobile App,0
131,198,Fashion,Product_198,2,734.52,1469.04,2022-08-18 09:52:12,133,Cash,Mobile App,0
132,162,Electronics,Product_162,2,541.65,1083.3,2022-04-14 16:52:13,436,PayPal,In-Store,1
133,322,Fashion,Product_322,5,76.53,382.65,2022-05-09 20:28:41,218,PayPal,Mobile App,1
134,223,Electronics,Product_223,3,24.29,72.87,2022-05-08 08:14:48,382,Credit Card,Website,0
135,182,Home & Garden,Product_182,4,235.47,941.88,2022-04-18 14:46:17,244,Credit Card,Website,1
136,327,Electronics,Product_327,1,302.9,302.9,2022-06-25 21:37:20,72,Cash,In-Store,0
137,248,Fashion,Product_248,5,625.86,3129.3,2022-07-11 18:07:32,441,Cash,Mobile App,1
138,309,Fashion,Product_309,5,774.26,3871.3,2022-01-27 19:16:19,127,PayPal,In-Store,0
139,150,Home & Garden,Product_150,5,322.3,1611.5,2022-04-03 02:29:15,293,Credit Card,Mobile App,1
140,370,Electronics,Product_370,4,555.62,2222.48,2022-08-24 01:58:10,52,Credit Card,Website,0
141,141,Fashion,Product_141,1,796.02,796.02,2022-06-11 03:41:51,224,Cash,Website,1
142,158,Electronics,Product_158,2,601.62,1203.24,2022-08-02 04:20:58,62,Credit Card,In-Store,1
143,293,Home & Garden,Product_293,4,516.23,2064.92,2022-02-24 01:50:12,190,PayPal,Mobile App,1
144,136,Fashion,Product_136,3,80.9,242.70000000000002,2022-07-25 09:29:13,368,Credit Card,Website,0
145,366,Home & Garden,Product_366,3,272.11,816.33,2022-08-17 04:26:29,195,Credit Card,Website,1
146,186,Fashion,Product_186,4,732.45,2929.8,2022-01-22 14:10:36,442,Cash,Mobile App,0
147,143,Electronics,Product_143,5,176.78,883.9,2022-07-09 22:23:23,154,Credit Card,In-Store,0
148,460,Fashion,Product_460,4,678.0,2712.0,2022-01-27 22:35:39,397,Cash,In-Store,0
149,111,Home & Garden,Product_111,1,563.13,563.13,2022-07-26 19:58:51,245,Cash,In-Store,0
150,358,Fashion,Product_358,2,305.73,611.46,2022-06-19 01:10:05,446,Credit Card,In-Store,1
151,407,Home & Garden,Product_407,2,432.76,865.52,2022-08-21 12:28:45,378,Cash,In-Store,1
152,180,Fashion,Product_180,2,443.39,886.78,2022-05-02 22:33:05,382,PayPal,Website,1
153,132,Home & Garden,Product_132,2,576.96,1153.92,2022-06-04 16:10:39,390,Cash,Mobile App,1
154,282,Electronics,Product_282,5,422.91,2114.55,2022-08-25 22:36:11,164,Cash,In-Store,1
155,228,Fashion,Product_228,3,123.8,371.4,2022-06-13 09:34:26,223,Credit Card,Website,1
156,394,Electronics,Product_394,3,623.29,1869.87,2022-07-14 00:46:16,245,Credit Card,In-Store,0
157,375,Fashion,Product_375,4,336.89,1347.56,2022-08-24 07:06:11,181,Cash,In-Store,0
158,274,Fashion,Product_274,2,771.21,1542.42,2022-02-21 20:36:34,138,Cash,Website,0
159,142,Electronics,Product_142,3,241.14,723.42,2022-01-03 02:43:58,50,Cash,In-Store,0
160,471,Home & Garden,Product_471,1,225.2,225.2,2022-02-21 23:28:55,500,PayPal,Mobile App,0
161,284,Electronics,Product_284,4,280.14,1120.56,2022-06-30 12:14:57,466,Credit Card,In-Store,1
162,177,Electronics,Product_177,5,466.41,2332.05,2022-03-03 05:14:03,185,PayPal,Website,1
163,386,Fashion,Product_386,3,718.0,2154.0,2022-03-29 15:30:23,158,Credit Card,Mobile App,0
164,380,Home & Garden,Product_380,2,157.5,315.0,2022-08-14 10:47:05,204,Credit Card,Website,1
165,225,Home & Garden,Product_225,5,238.15,1190.75,2022-02-21 21:09:26,190,PayPal,In-Store,1
166,358,Electronics,Product_358,1,473.71,473.71,2022-08-10 00:12:46,419,PayPal,Mobile App,0
167,103,Electronics,Product_103,1,374.38,374.38,2022-02-05 19:56:42,492,Credit Card,Website,1
168,194,Home & Garden,Product_194,1,368.91,368.91,2022-02-27 17:45:28,249,Credit Card,In-Store,1
169,326,Electronics,Product_326,5,660.17,3300.85,2022-03-08 16:44:54,379,PayPal,Website,1
170,463,Fashion,Product_463,3,740.63,2221.89,2022-01-23 03:43:10,428,PayPal,In-Store,0
171,369,Fashion,Product_369,3,395.42,1186.26,2022-01-03 01:25:14,290,Credit Card,Mobile App,0
172,468,Electronics,Product_468,2,556.13,1112.26,2022-06-30 08:38:22,379,PayPal,In-Store,1
173,396,Fashion,Product_396,5,644.83,3224.15,2022-08-10 06:11:11,157,Cash,Mobile App,0
174,428,Home & Garden,Product_428,3,424.33,1272.99,2022-07-14 11:18:50,23,Credit Card,Website,0
175,119,Electronics,Product_119,4,249.57,998.28,2022-01-22 07:09:39,90,PayPal,Mobile App,0
176,195,Fashion,Product_195,2,517.71,1035.42,2022-03-13 07:32:48,476,Cash,Website,1
177,428,Electronics,Product_428,3,476.39,1429.17,2022-04-03 17:24:12,18,Credit Card,In-Store,0
178,348,Home & Garden,Product_348,4,723.22,2892.88,2022-05-04 20:22:19,256,Credit Card,In-Store,0
179,280,Fashion,Product_280,2,60.88,121.76,2022-08-04 11:22:47,34,PayPal,Mobile App,1
180,423,Home & Garden,Product_423,1,729.9,729.9,2022-05-25 09:26:25,98,Cash,In-Store,0
181,417,Electronics,Product_417,1,436.86,436.86,2022-04-29 07:06:45,90,PayPal,Website,1
182,370,Electronics,Product_370,4,32.23,128.92,2022-08-26 01:20:37,469,PayPal,In-Store,0
183,452,Fashion,Product_452,1,288.87,288.87,2022-04-15 04:27:07,380,Cash,In-Store,1
184,360,Home & Garden,Product_360,4,584.98,2339.92,2022-01-28 19:16:54,8,PayPal,Website,0
185,337,Electronics,Product_337,2,400.98,801.96,2022-07-25 01:04:23,193,Credit Card,Mobile App,1
186,239,Home & Garden,Product_239,3,784.52,2353.56,2022-06-29 17:23:24,269,Cash,In-Store,1
187,186,Home & Garden,Product_186,2,349.64,699.28,2022-07-08 11:59:05,242,PayPal,In-Store,0
188,477,Fashion,Product_477,4,274.78,1099.12,2022-07-24 15:15:41,328,PayPal,In-Store,0
189,209,Home & Garden,Product_209,5,660.9,3304.5,2022-05-12 08:13:01,429,PayPal,In-Store,0
190,431,Electronics,Product_431,5,447.37,2236.85,2022-08-05 18:05:11,88,Credit Card,In-Store,0
191,284,Electronics,Product_284,4,552.21,2208.84,2022-07-21 16:36:40,39,Credit Card,Mobile App,0
192,116,Fashion,Product_116,1,648.45,648.45,2022-08-21 18:40:09,3,Cash,Mobile App,0
193,252,Home & Garden,Product_252,4,543.71,2174.84,2022-06-15 17:24:20,444,Cash,Website,0
194,249,Electronics,Product_249,3,349.48,1048.44,2022-08-19 10:00:05,74,Credit Card,Mobile App,1
195,210,Electronics,Product_210,2,117.34,234.68,2022-02-28 05:35:52,415,Cash,Website,0
196,125,Fashion,Product_125,4,472.59,1890.36,2022-02-27 17:09:31,191,Credit Card,Mobile App,0
197,477,Home & Garden,Product_477,3,720.0,2160.0,2022-05-15 17:02:52,307,Credit Card,Website,0
198,474,Home & Garden,Product_474,5,346.74,1733.7,2022-06-02 17:49:12,155,PayPal,Website,0
199,217,Home & Garden,Product_217,4,730.37,2921.48,2022-08-22 20:41:12,13,Cash,In-Store,1
200,183,Electronics,Product_183,1,412.75,412.75,2022-05-13 01:59:04,403,PayPal,Website,1
201,261,Electronics,Product_261,4,504.26,2017.04,2022-01-07 02:43:46,488,Credit Card,In-Store,1
202,460,Fashion,Product_460,5,669.73,3348.65,2022-08-09 00:41:18,242,Cash,Website,1
203,328,Electronics,Product_328,3,460.39,1381.17,2022-06-10 18:57:37,414,PayPal,Website,0
204,351,Fashion,Product_351,4,90.96,363.84,2022-03-14 12:56:01,187,Credit Card,In-Store,0
205,221,Fashion,Product_221,4,785.16,3140.64,2022-07-13 21:38:15,495,Credit Card,Mobile App,1
206,426,Home & Garden,Product_426,1,211.76,211.76,2022-03-01 12:15:05,423,PayPal,Mobile App,1
207,387,Fashion,Product_387,4,574.19,2296.76,2022-05-03 14:22:21,248,PayPal,Mobile App,0
208,113,Home & Garden,Product_113,2,413.99,827.98,2022-04-05 16:47:08,327,PayPal,In-Store,1
209,427,Home & Garden,Product_427,4,393.44,1573.76,2022-02-15 01:11:12,67,Cash,In-Store,1
210,284,Electronics,Product_284,3,210.27,630.8100000000001,2022-05-26 00:24:03,125,Cash,Mobile App,1
211,252,Electronics,Product_252,2,583.28,1166.56,2022-07-09 13:24:50,306,PayPal,In-Store,0
212,179,Fashion,Product_179,1,107.97,107.97,2022-02-26 02:51:38,462,PayPal,In-Store,0
213,141,Fashion,Product_141,3,792.55,2377.6499999999996,2022-02-09 18:30:20,249,Credit Card,Mobile App,1
214,374,Fashion,Product_374,1,679.39,679.39,2022-02-05 21:11:29,180,Cash,Mobile App,1
215,140,Fashion,Product_140,4,436.92,1747.68,2022-02-01 07:41:05,337,PayPal,Mobile App,1
216,307,Electronics,Product_307,4,351.15,1404.6,2022-02-21 10:02:31,288,Cash,Mobile App,0
217,367,Fashion,Product_367,4,243.44,973.76,2022-06-24 07:09:43,137,Cash,Mobile App,1
218,266,Home & Garden,Product_266,5,411.24,2056.2,2022-01-09 05:36:57,362,Cash,Mobile App,1
219,211,Electronics,Product_211,5,705.95,3529.75,2022-03-28 09:18:53,360,Credit Card,In-Store,1
220,449,Home & Garden,Product_449,5,234.5,1172.5,2022-02-11 21:24:57,160,PayPal,In-Store,1
221,229,Fashion,Product_229,2,410.42,820.84,2022-08-02 00:44:06,410,PayPal,Website,0
222,323,Electronics,Product_323,5,202.95,1014.75,2022-08-10 05:05:51,19,PayPal,In-Store,0
223,474,Home & Garden,Product_474,4,282.98,1131.92,2022-01-09 19:24:17,468,Credit Card,Website,0
224,400,Electronics,Product_400,4,168.4,673.6,2022-07-12 19:28:59,349,Credit Card,Mobile App,1
225,316,Home & Garden,Product_316,1,792.62,792.62,2022-03-10 02:58:28,322,Credit Card,Website,1
226,481,Electronics,Product_481,3,465.77,1397.31,2022-03-04 14:05:24,442,PayPal,Mobile App,0
227,124,Home & Garden,Product_124,3,591.6,1774.8000000000002,2022-08-16 06:25:48,347,Cash,Website,0
228,167,Home & Garden,Product_167,2,96.63,193.26,2022-01-08 09:17:00,116,Credit Card,In-Store,1
229,359,Home & Garden,Product_359,3,305.57,916.71,2022-06-10 09:06:34,415,Cash,Mobile App,1
230,334,Electronics,Product_334,2,716.26,1432.52,2022-07-21 14:41:06,406,Credit Card,Mobile App,1
231,304,Home & Garden,Product_304,1,85.86,85.86,2022-08-07 00:55:22,373,Credit Card,In-Store,0
232,391,Home & Garden,Product_391,4,149.08,596.32,2022-06-28 02:33:30,332,Credit Card,Website,1
233,314,Fashion,Product_314,4,507.83,2031.32,2022-08-19 02:59:34,292,PayPal,In-Store,1
234,289,Home & Garden,Product_289,2,505.78,1011.56,2022-03-06 11:49:02,483,Credit Card,In-Store,0
235,297,Fashion,Product_297,5,673.82,3369.1000000000004,2022-04-08 12:55:47,126,PayPal,Mobile App,0
236,315,Electronics,Product_315,1,749.68,749.68,2022-07-15 09:25:13,183,Credit Card,Mobile App,0
237,143,Home & Garden,Product_143,4,130.75,523.0,2022-07-23 02:48:50,321,Credit Card,Website,1
238,132,Electronics,Product_132,4,222.31,889.24,2022-08-01 12:22:58,250,Cash,In-Store,1
239,111,Fashion,Product_111,1,353.42,353.42,2022-03-24 10:54:23,64,Credit Card,Mobile App,0
240,204,Fashion,Product_204,2,20.7,41.4,2022-06-19 04:43:44,217,Credit Card,Mobile App,1
241,312,Electronics,Product_312,5,74.46,372.29999999999995,2022-07-27 06:13:02,175,Cash,Website,1
242,238,Home & Garden,Product_238,2,196.66,393.32,2022-06-13 05:30:28,97,Credit Card,Website,0
243,282,Electronics,Product_282,1,395.26,395.26,2022-05-11 17:57:23,169,PayPal,Website,1
244,225,Fashion,Product_225,3,216.19,648.5699999999999,2022-02-03 20:18:04,59,Credit Card,In-Store,1
245,256,Fashion,Product_256,2,703.81,1407.62,2022-02-17 12:03:23,325,PayPal,Website,1
246,211,Home & Garden,Product_211,3,272.93,818.79,2022-07-09 06:45:04,414,Credit Card,In-Store,0
247,358,Fashion,Product_358,1,741.21,741.21,2022-01-20 14:23:20,52,PayPal,In-Store,0
248,127,Home & Garden,Product_127,3,780.33,2340.9900000000002,2022-04-02 13:42:00,55,Credit Card,In-Store,1
249,317,Home & Garden,Product_317,4,370.89,1483.56,2022-07-27 05:34:01,57,Cash,Mobile App,0
250,251,Home & Garden,Product_251,3,197.16,591.48,2022-03-03 10:58:22,339,Credit Card,Website,1
251,409,Fashion,Product_409,5,247.5,1237.5,2022-03-09 10:46:12,53,PayPal,In-Store,0
252,407,Electronics,Product_407,5,625.54,3127.7,2022-03-17 09:16:58,102,Credit Card,Mobile App,1
253,274,Electronics,Product_274,1,233.21,233.21,2022-03-14 05:47:48,488,Credit Card,In-Store,1
254,248,Fashion,Product_248,5,316.85,1584.25,2022-05-21 16:16:09,67,Credit Card,Website,1
255,129,Electronics,Product_129,3,393.29,1179.8700000000001,2022-05-17 07:25:14,372,PayPal,Website,0
256,167,Electronics,Product_167,4,468.59,1874.36,2022-05-17 00:21:17,34,PayPal,In-Store,0
257,135,Fashion,Product_135,1,796.96,796.96,2022-01-23 06:33:09,474,Credit Card,Website,0
258,395,Electronics,Product_395,2,201.12,402.24,2022-02-03 03:18:00,412,Credit Card,Mobile App,0
259,493,Fashion,Product_493,4,295.67,1182.68,2022-08-13 18:50:10,366,Credit Card,Mobile App,1
260,173,Home & Garden,Product_173,2,225.06,450.12,2022-01-19 17:07:56,471,Cash,Website,1
261,397,Home & Garden,Product_397,1,301.67,301.67,2022-04-23 15:00:06,299,Cash,In-Store,1
262,487,Electronics,Product_487,2,98.63,197.26,2022-03-30 10:50:14,370,Credit Card,In-Store,0
263,402,Fashion,Product_402,4,300.65,1202.6,2022-07-23 23:14:35,7,Credit Card,In-Store,0
264,318,Home & Garden,Product_318,5,712.53,3562.6499999999996,2022-06-07 06:07:54,438,Credit Card,Mobile App,1
265,464,Fashion,Product_464,1,252.9,252.9,2022-06-29 13:35:54,94,Credit Card,Website,0
